,Id,Name,Description,Modified,Image URL,URL
49,1009154,Annihilus,,2013-11-20T17:06:36-0500,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/528d31f20a2f6.jpg,http://marvel.com/comics/characters/1009154/annihilus?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
50,1011301,Anole,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e635ddd9.jpg,http://marvel.com/characters/155/anole?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
51,1010802,Ant-Man (Eric O'Grady),,2014-03-05T13:20:04-0500,http://i.annihil.us/u/prod/marvel/i/mg/9/c0/53176aa9df48d.jpg,http://marvel.com/comics/characters/1010802/ant-man_eric_ogrady?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
52,1010801,Ant-Man (Scott Lang),,2017-01-31T11:03:40-0500,http://i.annihil.us/u/prod/marvel/i/mg/e/20/52696868356a0.jpg,http://marvel.com/comics/characters/1010801/ant-man_scott_lang?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
53,1011208,Anthem,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/158/anthem?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
54,1009156,Apocalypse,,2014-05-28T12:41:41-0400,http://i.annihil.us/u/prod/marvel/i/mg/f/e0/526166076a1d0.jpg,http://marvel.com/comics/characters/1009156/apocalypse?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
55,1011253,Apocalypse (Ultimate),,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/166/apocalypse?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
56,1010866,Aqueduct,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/5/50/4c0035b3630cd.jpg,http://marvel.com/characters/169/aqueduct?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
57,1010773,Arachne,,2013-10-24T13:07:59-0400,http://i.annihil.us/u/prod/marvel/i/mg/b/70/5269526591794.jpg,http://marvel.com/comics/characters/1010773/arachne?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
58,1017438,Araña,,2013-12-17T15:58:26-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/176/araa?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
59,1009158,Arcade,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/2/a0/4c0042091ab69.jpg,http://marvel.com/characters/178/arcade?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
60,1010686,Arcana,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/179/arcana?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
61,1009159,Archangel,,2013-10-18T12:48:24-0400,http://i.annihil.us/u/prod/marvel/i/mg/8/03/526165ed93180.jpg,http://marvel.com/comics/characters/1009159/archangel?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
62,1009160,Arclight,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/5/f0/4c0042067fd8b.jpg,http://marvel.com/characters/182/arclight?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
63,1010784,Ares,,2014-04-29T14:50:59-0400,http://i.annihil.us/u/prod/marvel/i/mg/c/10/535ff3daea603.jpg,http://marvel.com/characters/183/ares?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
64,1011275,Argent,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/184/argent?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
65,1011012,Armadillo,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/2/40/4c0032754da02.jpg,http://marvel.com/characters/189/armadillo?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
66,1011298,Armor (Hisako Ichiki),,2012-03-07T17:26:33-0500,http://i.annihil.us/u/prod/marvel/i/mg/9/20/4c002e6cbf990.jpg,http://marvel.com/comics/characters/1011298/armor_hisako_ichiki?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
67,1010827,Armory,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/b/40/image_not_available.jpg,http://marvel.com/characters/193/armory?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
68,1009740,Arnim Zola,"The frail, dwarfish Arnim Zola was born in 1930s Switzerland where he became the world's leading biochemist and genetic engineer.",2012-03-20T12:33:28-0400,http://i.annihil.us/u/prod/marvel/i/mg/8/b0/4c00393a4cb7c.jpg,http://marvel.com/characters/2790/arnim_zola?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
69,1010748,Arsenic,,1969-12-31T19:00:00-0500,http://i.annihil.us/u/prod/marvel/i/mg/8/c0/4c00359a2be7b.jpg,http://marvel.com/characters/197/arsenic?utm_campaign=apiRef&utm_source=af18b752302271b4b7597d2abfb4c037
