Nombre,Modelo,Marca,Precio,Descripcion,Url IMG
ARILLO METALICO NEGRO 5/8 TLG,TLG 5/8,TLG,66.23,ARILLO DOBLE METALICO 5/8 PULGADA COLOR NEGRO TLG CON 20 PIEZAS CAPACIDAD 150 HOJAS,https://henki.com.mx/erp/shared_resources/productos/1TLG-ARIDOB-237.jpg-.jpg
GOMA MIGAJON BARRILITO,BM-20,BARRILITO,4.91,GOMA DE MIGAJON BM20 BARRILITO ,https://henki.com.mx/erp/shared_resources/productos/1BAR-GOMDE-288-.jpg
TIJERA ESCOLAR,146-5,BARRILITO,34.51,TIJERA DE ACERO INOXIDABLE ESCOLAR PUNTA ROMA MANGO DE PLASTICO MODELO 146-5 BARRILITO,https://henki.com.mx/erp/shared_resources/productos/BAR-TIJDE-369.jpg-.jpg
NOTAS ADHESIVAS 3X3 NEON,2072,3M,83.09,"BLOCK DE NOTAS ADHESIVAS MEDIDA 76 MM X 76 MM (3"" X 3"") 5 COLORES NEON MODELO 2072 75 HOJAS POR PIEZA 3M POST-IT 70005251999",https://henki.com.mx/erp/shared_resources/restore/1035wx21lj9jf1.png
PINCEL PARA ACUARELA NUMERO 4 DELTA,PD4,DELTA,97.33,"PINCEL DELTA PARA ACUARELA NUMERO 4 MODELO PD4 BARRILITO BOLSA CON 25
",https://henki.com.mx/erp/shared_resources/restore/106663jhw20yfw.png
BOLIGRAFO DE GEL CYBERGEL VERDE,CYBERGEL,MANNY,5.86,"BOLIGRAFO DE GEL CYBERGEL COLOR VERDE PUNTO MEDIANO 0.7MM
",https://henki.com.mx/erp/shared_resources/productos/1BUF-BOLDE-808.jpg
BOLIGRAFO UNIBALL DELUXE AZUL ,1961401,UNIBALL,38.04,BOLIGRAFO UNIBALL DELUXE AZUL MODELO 1961401 PUNTO MEDIANO 0.7 MM BLISTER CON 1 PIEZA,https://henki.com.mx/erp/shared_resources/productos/LEO-BOLUNI-835.jpg
CINTA ADHESIVA DOBLE CARA JANEL 400 18 MM X 50 MTS,4001850100,JANEL,55.81,CINTA ADHESIVA DOBLE CARA POLIESTER JANEL 400 MEDIDA 18 MM X 50 MTS ,https://henki.com.mx/erp/shared_resources/productos/JAN-CINADH-928.jpg
LAPIZ ADHESIVO BARRILITO 21 GRAMOS ,21GCH,BARRILITO,14.1,LAPIZ ADHESIVO BARRILITO 21 GRAMOS NO TOXICO,https://henki.com.mx/erp/shared_resources/productos/BAR-LAPADH-1031.jpg-.jpg
SOBRE BOLSA SOLAPA ENGOMADA MANILA OFICIO,SOB1-TO-MA,KYMA,3.58,SOBRE BOLSA SOLAPA ENGOMADA PAPEL MANILA DE 90 GRAMOS TAMAÑO OFICIO MEDIDAS 24 X 34 CMS MODELO SOB1-TO-MA KYMA,https://henki.com.mx/erp/shared_resources/productos/KYM-SOBBOL-1112.jpg-.jpg
FOLDER PORTADOCUMENTOS CARTA CON LIGA,F623B,OXFORD,50.86,FOLDER TAMAÑO CARTA A/4 DE POLIPROPILENO DE ALTA CALIDAD PORTADOCUMENTOS CON LIGA TRIPLE SOLAPA MEDIDAS 24.5 X 31.5 CMS COLOR BLANCO TANSLUCIDO MODELO F623B OXFORD,https://henki.com.mx/erp/shared_resources/productos/OXF-FOLPOR-1236.jpg
DIAMANTINA BARRILITO CON APLICADOR ,8042DYN,BARRILITO,48.2,DIAMANTINA BARRILITO MODELO 8042DYN CON APLICADOR CON 6 COLORES NEON,https://henki.com.mx/erp/shared_resources/productos/BAR-DIABAR-1317.jpg-.jpg
ARILLOS DE PLASTICO CERLOX GBC 7/8 COLOR NEGRO,M080555,GBC,158.35,"ARILLOS DE PLASTICO PARA ENGARGOLAR 7/8"" CERLOX GBC MODELO M080555 COLOR NEGRO CAPACIDAD 141-170 HOJAS PAQUETE CON 25 ARILLOS",https://henki.com.mx/erp/shared_resources/productos/ACC-ARIDE-1375.jpg-.jpg
MARCATEXTOS NARANJA BEROL,1776827,BEROL,8.69,MARCATEXTOS NARANJA BEROL PUNTA DE CINCEL CUERPO REDONDO,https://henki.com.mx/erp/shared_resources/productos/1434.jpg
BOLIGRAFO ROLLER VBALL NEGRO PILOT LB-5,EMP-127 ,PILOT,54.54,BOLIGRAFO ROLLER TINTA LIQUIDA NEGRO PILOT MODELO 35200 LB-5 PUNTO EXTRAFINO ,https://henki.com.mx/erp/shared_resources/productos/BOLIGRAFO ROLLER TINTA LIQUIDA NEGRO PILOT MODELO 35200 LB-5 PUNTO EXTRAFINO .jpg
SACAPUNTAS CON DEPOSITO UN ORIFICIO MAE ,SND-1,MAE,7.02,SACAPUNTAS CON DEPOSITO UN ORIFICIO DE PLASTICO MAE MODELO SND-1C,https://henki.com.mx/erp/shared_resources/productos/MODELO SND-1C-.jpg
FOLDER CON BROCHE 8 CMS TAMAÑO OFICIO VERDE OSCURO,P1315,ACCO,13.03,FOLDER TAMAÑO OFICIO EN CARTULINA PRESSBOARD DE 326 GRAMOS CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE DE 8 CMS MEDIDAS 25 X 37 CMS MODELO P1315 COLOR VERDE OSCURO ACCOPRESS,https://henki.com.mx/erp/shared_resources/productos/245.jpg
MARCADOR PERMANENTE ULTRAFINO DOBLE PUNTA AZUL SHARPIE,1805637,BEROL,19.04,MARCADOR PERMANENTE AZUL SHARPIE PUNTO ULTRAFINO DOBLE PUNTA BEROL,https://henki.com.mx/erp/shared_resources/productos/2570.jpg
ETIQUETA ADHERIBLE PARA DYMO COLOR BLANCO M30256,30256,DYMO,212.68,"ETIQUETA ADHERIBLE PARA DYMO LW COLOR BLANCO MODELO M30256 4'x 2 5/16"" MEDIDA 102MM X 59MM ROLLO CON 300 ETIQUETAS",https://henki.com.mx/erp/shared_resources/restore/10268zjq6qbj41.png
CAJA PARA ARCHIVO MUERTO FORTEC TAMAÑO OFICIO LARGA,CAM-LARGA,FORTEC,66.06,CAJA PARA ARCHIVO MUERTO DE CARTON FORTEC  TAMAÑO OFICIO LARGA TAPA INTEGRADA MEDIDA 61.5X36X25.5,https://henki.com.mx/erp/shared_resources/restore/1027vitmav3406.png
FOLDER COLGANTE TAMAÑO CARTA VERDE TRADICIONAL,P3636,WILSON JONES,295.55,FOLDER TAMAÑO CARTA COLGANTE EN PAPEL 100% RECICLADO MEDIDAS 23.5 X 29 CMS CAJA CON 25 FOLDER 25 CEJAS Y TIRA CON INDICE DE PAPEL PERSONALIZABLE COLOR VERDE TRADICIONAL MODELO P3636 WILSON JONES ACCO,https://henki.com.mx/erp/shared_resources/restore/1126dg4hz2ckh5.jpg
CINTA DE EMPAQUE CANELA 3M 48 MM X 150 MTS,3M,3M,74.72,CINTA DE EMPAQUE CANELA 3M MEDIDA 48 MM X 150 MTS DE USO GENERAL,https://henki.com.mx/erp/shared_resources/restore/1137s36q8qgtc0.jpg
COMPAS ESCOLAR METALICO MAE,CEL-10,MAE,28.38,"COMPAS ESCOLAR METALICO MAE, CON ESTUCHE Y LAPIZ, BRAZO DE SUJECION CON TORNILLO, MODELO CEL-10",https://henki.com.mx/erp/shared_resources/restore/1358cbz9dxjesw.png
ROTULADORES A-INK 12 COLORES,AEE-12,A-INK,95.69,"ESTUCHE DE 12 ROTULADORES A-INK, COLORES SURTIDOS, TRIANGULARES, ESTUCHE DE PLASTICO, MODELO AEE-12",https://henki.com.mx/erp/shared_resources/restore/1417x238komrg2.png
SOBRE DE PLASTICO CON RONDANA HORIZONTAL OFICIO MORADO,SBFH-MO,MAE,18.74,SOBRE DE PLASTICO CON RONDANA E HILO FORMA HORIZONTAL TAMAÑO OFICIO MODELO SBFH-MO COLOR MORADO MAE,https://henki.com.mx/erp/shared_resources/restore/1502ozol26c67l.png
CINTA DE MARCAJE COLOR GRIS,L-821,LEADER,70.64,"CINTA PARA MARCAJE DE AREAS DE 2"" X 33MM COLOR GRIS",https://henki.com.mx/erp/shared_resources/productos/3255RE.png
CINTA DE MARCAJE COLOR ROJO,L-821,LEADER,70.64,"CINTA PARA MARCAJE DE AREAS DE 2"" X 33MM COLOR ROJO",https://henki.com.mx/erp/shared_resources/productos/3258Re.png
PERFORADORA DOBLE METALICA EAGLE,706,EAGLE,100.21,PERFORADORA DOBLE METALICA EAGLE CAPACIDAD 15 HOJAS ,https://henki.com.mx/erp/shared_resources/restore/15633vaw1th02a.png
PERFORADORA DOBLE 8 CMS MAE,P2S-20,MAE,155.56,"PERFORADORA DOBLE (2 ORIFICIOS) DE 8 CENTIMETROS PARA 20 HOJAS, CON PALANCA SUAVE, MODELO P2S-20",https://henki.com.mx/erp/shared_resources/restore/1650bwgixcpw02.png
TINTA PERMANENTE PILOT 30ML,43500,PILOT,69.15,TINTA PERMANENTE COLOR NEGRA PILOT FRASCO DE 30 ML MODELO 43500 INCLUYE GOTERO,https://henki.com.mx/erp/shared_resources/productos/3496RE.png
CORTADOR DE SEGURIDAD OLFA SK10,SK10,OLFA,133.01,"CORTADOR DE SEGURIDAD OLFA SK10 CUENTA CON GUIA EN FORMA DE PICO PARA UN CORTE EN FORMA DE CUCHARADA, IDEAL PARA CORTAR ENVASES, CINTAS, CARTON. UTILIZA REPUESTO SKB10 ",https://henki.com.mx/erp/shared_resources/restore/1070xpsap7hxha.png
MICA TERMICA TRANSFER TAMAÑO CARTA,MTR10CARTA,TRANSFER,509.26,"MICA TERMICA TRANSFER MODELO MTR10CARTA, 10 MILESIMAS TAMAÑO CARTA  CAJA CON 50 PIEZAS",https://henki.com.mx/erp/shared_resources/productos/3717RE.png
PERFORADORA DOBLE 8 CMS MAE,PM2-G,MAE,255.93,"PERFORADORA DOBLE (2 ORIFICIOS) DE 8 CENTIMETROS PARA 40 HOJAS, CON PALANCA SUAVE GUIA PARA A JUSTE DE PAPEL. MODELO PM2-G",https://henki.com.mx/erp/shared_resources/productos/13722RE.png
MARCADOR PARA PIZARRON COLORES SURTIDOS,BIC MARKING,BIC,78.13,MARCADOR PARA PIZARRON MARKING BIC CON 4 COLORES SURTIDOS MAS 1 BORRADOR PUNTA CINCEL ,https://henki.com.mx/erp/shared_resources/productos/BIC-MARPAR-109.jpg
ARILLO METALICO NEGRO 5/16 GBC,M500135,GBC,378.15,ARILLO TWIN LOOP DOBLE METALICO 5/16 PULGADA COLOR NEGRO GBC MODELO M500135 CON 100 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/ACC-ARITWI-236.jpg-.jpg
ARILLO METALICO NEGRO 7/8 TLG,TLG 7/8,TLG,90.98,ARILLO DOBLE METALICO 7/8 PULGADA COLOR NEGRO TLG CON 20 PIEZAS CAPACIDAD 210 HOJAS,https://henki.com.mx/erp/shared_resources/productos/TLG-ARIDOB-237.jpg-.jpg
GIS COMPRIMIDO BLANCO CAJA CON 150 BACO,GS004,BACO,133.14,"GIS COMPRIMIDO BACO BLANCO CAJA CON 150 PIEZAS
",https://henki.com.mx/erp/shared_resources/productos/BAC-GISCOM-342.jpg
GRAPAS USO PESADO FIFA,3010-C,FIFA,80.49,"GRAPA USO PESADO FIFA 5/16"" MODELO 3010-C SERIE 30 CON 6010 GRAPAS ",https://henki.com.mx/erp/shared_resources/productos/1FIF-GRAUSO-558.jpg-.jpg
LAPIZ ADHESIVO MAE 20 GRAMOS ,LAM-2024,MAE,15.73,"LAPIZ ADHESIVO MAE DE 20 GRAMOS MODELO LAM-2024 PEGA PAPEL, CRAFT, CARTULINA Y FOTOS, NO TOXICO",https://henki.com.mx/erp/shared_resources/restore/1057n5pg6ujhbx.jpg
CHAROLA MODULAR DE ACRILICO PARA CORRESPONDENCIA ACRIMET,M-211.1,ACRIMET,143.82,CHAROLA MODULAR PARA CORRESPONDENCIA T/OFICIO COLOR HUMO MODELO M-211.1  ACRIMET,https://henki.com.mx/erp/shared_resources/productos/ACR-CHAMOD-644.jpg-.jpg
BOCHA DE 19 MM (3/4,BR34,BARRILITO,25.97,"BROCHA BARRILITO CERDAS BLANCAS 3/4"" DELTA BARRILITO MODELO BR34 19 MM",https://henki.com.mx/erp/shared_resources/restore/1065u9k6n77bc6.png
MARCADOR PELIKAN COLORELLA NEGRO,30111817,PELIKAN,10.31,"MARCADOR PELIKAN COLORELLA TRIANGULAR COLOR NEGRO MODELO 17O-16406 BASE AGUA 
POR PIEZA",https://henki.com.mx/erp/shared_resources/productos/PEL-MARPEL-726.jpg
ARILLO METALICO NEGRO 1/4 NEGRO CON 20 PIEZAS GBC,M500100,GBC,64.38,"ARILLO TWIN LOOP DOBLE METALICO 1/4"" PULGADA COLOR NEGRO MARCA GBC MODELO M500100 CON 20 PIEZAS PASO 3:1",https://henki.com.mx/erp/shared_resources/productos/ACC-ARITWI-894.jpg-.jpg
CUBIERTA PLASTICA CARTA GBPLAK RAYADO ROJO CON 50 PIEZAS,P3553,GBC,177.63,"CUBIERTA PLASTICA PARA ENGARGOLAR GBPLAK, MODELO P3553,  COLOR ROJO, RAYADA, TAMAÑO CARTA CON 50 PIEZAS",https://henki.com.mx/erp/shared_resources/restore/11211itcgk6noc.png
ESCUADRA SEMI PROFESIONAL MAPED 2013B,2013-25,MAPED,73.43,ESCUADRA SEMI PROFESIONAL MAPED MODELO 2013-25 CON GRADUACION SIN BISEL 45° / °60 ,https://henki.com.mx/erp/shared_resources/productos/MAP-ESCSEM-1056-.jpg
FOLDER CON BROCHE 8 CMS TAMAÑO CARTA CAOBA,F-FB-3025,FORTEC,9.83,FOLDER TAMAÑO CARTA EN CARTULINA TIPO PRESSBOARD CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE DE 8 CENTIMETROS MEDIDAS 24 X 29 CMS COLOR CAOBA MODELO F-FB-3025 FORTEC,https://henki.com.mx/erp/shared_resources/productos/FOR-CARPRE-1073.jpg
CHAROLA DE ACRILICO CARTA 3 NIVELES ,M-255.1,MAE,297.39,CHAROLA DE ACRILICO TAMAÑO CARTA COLOR HUMO MODELO M-255.1 DE 3 NIVELES APILABLES LATERAL MAE,https://henki.com.mx/erp/shared_resources/productos/21159RE.png
GRAPA USO PESADO MAE 5/16 PULGADAS,GR-1000#5/16,MAE,46.79,GRAPA USO PESADO MAE MODELO GR-1000-5/16 DE 8 MM CON 1000 GRAPAS CAPACIDAD 30 A 50 HOJAS,https://henki.com.mx/erp/shared_resources/productos/MAE-GRAUSO-1518.jpg-.jpg
ARILLO TWIN LOOP DOBLE METALICO 7/16 PULGADAS COLOR NEGRO 	,M500109,GBC,101.38,ARILLO TWIN LOOP DOBLE METALICO 7/16 PULGADAS COLOR NEGRO MARCA GBC MODELO M500109 CON 20 PZAS,https://henki.com.mx/erp/shared_resources/productos/2ACC-ARITWI-273.jpg-.jpg
ESCUADRA SEMI-PROFESIONAL BACO SP3045/60 C/G C/B,SP021,BACO,82.45,ESCUADRA SEMI-PROFESIONAL BACO MODELO 30-45/60 CON GRADUACION Y CON BISEL 45° / 60°,https://henki.com.mx/erp/shared_resources/productos/2587A.jpg
SOBRE BOLSA ENGOMADA CON BURBUJA,SOB07,FLASHFILE,235.21,SOBRE BOLSA ENGOMADA CON BURBUJA MEDIDAS 36.20 X 50.80 CMS MODELO SOB07 IRASA PAQUETE CON 5 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/2635.jpg
FOLDER CON PALANCA TAMAÑO CARTA MARRON,CAPRKP-TC-MAR,KYMA,18.69,FOLDER TAMAÑO CARTA EN CARTULINA PRESSBOARD DE 330 GRAMOS CON PALANCA CAPACIDAD DE ARCHIVO HASTA 100 HOJAS MEDIDAS 24.5 X 29 CMS MODELO CAPRKP-TC-MAR COLOR MARRON KYMA,https://henki.com.mx/erp/shared_resources/productos/2644.jpg
PELICULA PROTECTORA AUTOADHERIBLE TRANSPARENTE ROLLO 45X10M MAE,4510T,MAE,135.5,ROLLO DE PELICULA PROTECTORA AUTOADHERIBLE DE PVC TRANSPARENTE DE 45 CMS X 10 MTS MODELO PVC4510 MAE,https://henki.com.mx/erp/shared_resources/productos/2648.jpg
ETIQUETAS BLANCAS PARA LASER AVERY 1/2,8167,AVERY,207.51,"ETIQUETAS BLANCAS PARA LASER AVERY 1/2"" X 1 3/4"" / 1,3 X 4,5 CM MODELO 8167 C/2000 ETIQUETAS",https://henki.com.mx/erp/shared_resources/restore/11044qv2ygkzng.png
CINTA ADHESIVA TRANSPARENTE 3M 19 MM X 65 MTS,550,3M,46.01,CINTA ADHESIVA TRANSPARENTE 3M EN CAJA MODELO 550 MEDIDA 19 MM X 65 MTS,https://henki.com.mx/erp/shared_resources/restore/1326d8tlynx47a.jpg
FOAMY TAMAÑO PLIEGO CON 10 COLORES SURTIDOS,FYM-PS,MAE,220.05,"FOAMY TAMAÑO PLIEGO MAE, MEDIDAS 70 X 95, PAQUETE CON 10 PLIEGOS EN COLORES SURTIDOS, MODELO FYM-PS",https://henki.com.mx/erp/shared_resources/restore/1501hmkh23tkel.jpg
PERFORADORA TRIPLE METALICA EAGLE,703,EAGLE,135.48,PERFORADORA TRIPLE METALICA EAGLE MODELO 703 CAPACIDAD PARA 10 HOJAS ,https://henki.com.mx/erp/shared_resources/restore/1564jvx6brca6j.png
ETIQUETA ADHESIVA KIEL CIRCULAR PLATEADA,K14P,KIEL,23.4,ETIQUETA ADHESIVA KIEL CIRCULAR COLOR PLATEADA CON 168 ETIQUETAS DE 14MM,https://henki.com.mx/erp/shared_resources/productos/3707RE.png
ETIQUETA ADHESIVA KIEL CIRCULAR ORO,K14O,KIEL,23.4,ETIQUETA ADHESIVA KIEL CIRCULAR COLOR ORO CON 168 ETIQUETAS DE 14MM,https://henki.com.mx/erp/shared_resources/productos/3708BRE.png
MARCADOR PARA PIZARRON COLORES SURTIDOS,83478,AZOR,122.27,MARCADOR PARA PIZARRON MAGISTRAL CLASICO CON 8 COLORES SURTIDOS MODELO 83478 AZOR,https://henki.com.mx/erp/shared_resources/productos/AZO-MARPAR-103.jpg
MARCADOR PERMANENTE DUO COLORES SURTIDOS,3314CS,AZOR,251.35,MARCADOR PERMANENTE SIGNAL DUO CON 12 COLORES SURTIDOS MAS 2 GRATIS PUNTA FINA Y ULTRAFINA MODELO 3314CS AZOR,https://henki.com.mx/erp/shared_resources/productos/AZO-MARPER-105.jpg
ROTULADOR STABILO POINT 88,STABILO POINT 88,STABILO,552.9,ROTULADOR STABILO POINT 88 CON 20 COLORES SURTIDOS PUNTO 0.4MM MODELO 8820 021,https://henki.com.mx/erp/shared_resources/restore/1057noh42at0vs.png
CUBIERTA PLASTICA CARTA GBPLAK ROJO CON 50 PIEZAS,P3547,GBC,177.63,"CUBIERTA PLASTICA PARA ENGARGOLAR GBPLAK, MODELO P3547, COLOR ROJO LISA, TAMAÑO CARTA CON 50 PIEZAS",https://henki.com.mx/erp/shared_resources/restore/10027dqrheh44q.png
ARILLO METALICO NEGRO 3/4 PULGADAS CON 20 PIEZAS GBC,M500121,GBC,171.55,ARILLO TWIN LOOP DOBLE METALICO 3/4 PULGADAS COLOR NEGRO MARCA GBC MODELO M500121 CON 20 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/ACC-ARITWI-273.jpg-.jpg
LIBRO FLORETE REGISTRO DE VISITAS 96 HOJAS ESTRELLA FRANCESA,0121,ESTRELLA,205.77,LIBRO FLORETE ESTRELLA REGISTRO DE VISITAS FORMA FRANCESA CON 96 HOJAS PAPEL BOND DE 60 GRAMOS MEDIDAS 23.6 X 34.1 CMS MODELO 121,https://henki.com.mx/erp/shared_resources/productos/EST-LIBFLO-472.jpg-.jpg
MICA TERMICA MODELO 1209 GBC,M130226,GBC,168.72,MICA TERMICA GBC MODELO 1209 10 MILESIMAS MEDIDA 11.5 CM X 8.0 CM CON 100 PIEZAS INCLUYE ACARREADOR,https://henki.com.mx/erp/shared_resources/productos/GBC-MICTER-693.jpg-.jpg
MARCADOR PELIKAN COLORELLA CON 4 COLORES ,30111840,PELIKAN,41.2,MARCADOR PELIKAN COLORELLA CON 4 COLORES SURTIDOS BASE AGUA ,https://henki.com.mx/erp/shared_resources/productos/PEL-MARPEL-747.jpg
LAPICES DE COLORES PELIKAN CON 24 COLORES ,30330301,PELIKAN,101.48,LAPICES DE COLORES PELIKAN REDONDOS CON 24 COLORES MINA DE 4 MM INCLUYE SACAPUNTAS ,https://henki.com.mx/erp/shared_resources/productos/PEL-LAPDE-898.jpg-.jpg
PEGAMENTO LIQUIDO BLANCO ESCOLAR RESISTOL 850 55 GRAMOS,850,RESISTOL,18.61,PEGAMENTO LIQUIDO BLANCO ESCOLAR RESISTOL 850 DE 55 GRAMOS NO TOXICO,https://henki.com.mx/erp/shared_resources/productos/RES-PEGLIQ-1003.jpg-.jpg
TINTA PARA SELLOS AZUL 28 ML SHINY,S63,SHINY,108.49,TINTA PARA SELLOS COLOR AZUL MODELO S63 28 ML SHINY ,https://henki.com.mx/erp/shared_resources/restore/1142w7wy5brvlc.png
BROCHE PLUS CON MICA BARRILITO ,BPM25,BARRILITO,264.48,BROCHE PLUS CON MICA BARRILITO MODELO BPM25 MEDIDA DE LA MICA 9 X 11.5 CM ,https://henki.com.mx/erp/shared_resources/restore/1004vb4fasv0cy.png
REGISTRADOR KYMA TAMAÑO ESQUELA VERDE JASPEADO,REGI0-KY-ES,KYMA,33.2,REGISTRADOR KYMA TAMAÑO ESQUELA VERDE JASPEADO,https://henki.com.mx/erp/shared_resources/productos/KYM-REGKYM-1462.jpg
TINTA CHINA STAFFORD NEGRA 17ML,CAC2000,STAFFORD,26.39,TINTA CHINA STAFFORD COLOR NEGRA FRASCO DE 17ML ,https://henki.com.mx/erp/shared_resources/restore/1083u6g06q2481.png
MICA TERMICA TAMAÑO CARTA SEMI RIGIDA,M130250,GBC,643.9,MICA TERMICA GBC TAMAÑO CARTA 5 MILESIMAS SEMI RIGIDA MEDIDA 229mm X 293mm CON 100 PIEZAS INCLUYE ACARREADOR,https://henki.com.mx/erp/shared_resources/productos/GBC-MICTER-2260.jpg-.jpg
BOLIGRAFO PUNTO MEDIANO AZUL EN BLISTER,37113,KORES,18.93,BOLIGRAFO PUNTO MEDIANO TRIANGULAR AZUL K-PEN EN BLISTER CON 3 PIEZAS KORES,https://henki.com.mx/erp/shared_resources/productos/7508205123263.jpg-.jpg
ESCUADRA SEMI-PROFESIONAL BACO SP3045/60 S/G C/B,SP009,BACO,83.97,ESCUADRA SEMI-PROFESIONAL BACO MODELO 30-45/60 SIN GRADUACION Y CON BISEL 45° / 60°,https://henki.com.mx/erp/shared_resources/productos/2586A.jpg
CARPETA DE PIEL TAMAÑO CARTA OFFICIUM,OFFICIUM,OFFICIUM,744.0,"CARPETA DE PIEL TAMAÑO CARTA OFFICIUM MEDIDAS 30 CM ALTO X 25 CM ANCHO EXPANDIBLE A 49 CM FABRICADO EN PIEL COLOR NEGRO CON SEPARADOR PARA DOCUMENTOS, TARJETAS Y BOLIGRAFO ",https://henki.com.mx/erp/shared_resources/productos/2615A.jpg
SOBRE BOLSA ENGOMADA CON BURBUJA,SOB02,FLASHFILE,64.03,SOBRE BOLSA ENGOMADA CON BURBUJA MEDIDAS 21.59 X 30.48 CMS MODELO SOB02 IRASA PAQUETE CON 5 PIEZAS,https://henki.com.mx/erp/shared_resources/productos/2633.jpg
CARPETA BLANCA PANORAMICA KINERA T/CARTA HERRAJE D 4 PULGADAS,9411BL,KINERA,149.89,"CARPETA BLANCA PANORAMICA KINERA TAMAÑO CARTA 4 PULGADAS HERRAJE D MODELO 9411BL TRES VENTANAS DE VINYL TRANSPARENTE CRISTAL, SOLAPAS INTERIORES",https://henki.com.mx/erp/shared_resources/restore/1037dbw6cz1tc6.jpg
PINTURA VINCI 25ML COLOR ROJO,54A,VINCI,7.2,"PINTURA VINCI EN FRASCO DE 25ML, COLOR ROJO, MODELO 54A",https://henki.com.mx/erp/shared_resources/restore/1009lnjttq6sjt.png
PINTURA VINCI 25ML COLOR CAFE,57A,VINCI,7.2,"PINTURA VINCI EN FRASCO DE 25ML, COLOR CAFE, MODELO 57A",https://henki.com.mx/erp/shared_resources/restore/1010rzwtcxdxf0.png
PINTURA VINCI 25ML COLOR VIOLETA,60,VINCI,7.2,"PINTURA VINCI EN FRASCO DE 25ML, COLOR VIOLETA, MODELO 60",https://henki.com.mx/erp/shared_resources/restore/1011obg9ky7j5x.png
PINTURA VINCI 25ML COLOR BLANCO PARA LETREROS,72,VINCI,7.2,"PINTURA VINCI EN FRASCO DE 25ML, COLOR BLANCO PARA LETREROS, MODELO 72",https://henki.com.mx/erp/shared_resources/restore/1012brrl3kfvil.png
PINTURA VINCI 25ML COLOR NEGRO BUJIA,73,VINCI,7.2,"PINTURA VINCI EN FRASCO DE 25ML, COLOR NEGRO BUJIA, MODELO 73",https://henki.com.mx/erp/shared_resources/restore/1013uuwt3yayqm.png
REPUESTO PARA CUTTER OLFA SKB2 /5B,SKB2/5B,OLFA,46.14,"REPUESTO PARA CUTTER OLFA, PAQUETE CON 5 PIEZAS, MODELO SKB2/5B",https://henki.com.mx/erp/shared_resources/restore/1124wa8cgfw4wp.png
ETIQUETAS BLANCAS PARA LASER JANEL,1085267101,JANEL,80.15,ETIQUETAS BLANCAS JANEL MODELO J-5267 PARA LASER INKJET Y COPIADORAS MEDIDA 1.3 CM X 4.5 CM CON 25 HOJAS 80 ETIQUETAS POR HOJA,https://henki.com.mx/erp/shared_resources/productos/JAN-ETIBLA-194-.jpg
ETIQUETAS BLANCAS No 6 JANEL ,1001338100,JANEL,24.93,ETIQUETAS BLANCAS JANEL No 6 MEDIDA 13 MM X 38 MM CON 900 ETIQUETAS,https://henki.com.mx/erp/shared_resources/productos/JAN-ETIBLA-203-.jpg
ARILLO METALICO NEGRO 5/16 GBC,M500103,GBC,79.3,"ARILLO TWIN LOOP DOBLE METALICO 5/16"" PULGADAS COLOR NEGRO GBC MODELO M500103 CON 20 PIEZAS",https://henki.com.mx/erp/shared_resources/productos/ACC-ARITWI-272.jpg-.jpg
ACUARELAS LAVABLES KORES CON 12 ,30102,KORES,62.1,ACUARELAS LAVABLES KORES ESTUCHE CON 12 COLORES + 1 PINCEL,https://henki.com.mx/erp/shared_resources/restore/1018998jcpmqm3.png
BANDERITAS SEÑALIZADORAS DE PAGINA NEON,670-4-D,3M,14.53,BANDERITAS ADHESIVAS SEÑALIZADORAS DE PAGINA MEDIDA 12.7 X 44.4 MM DE PAPEL CON 4 COLORES NEON DE 200 HOJAS MODELO 670-4-D 3M POST-IT MC900172750,https://henki.com.mx/erp/shared_resources/restore/103633jn3qbwcj.png
SEPARADORES WILSON JONES 10 DIVISIONES ,P1347,WILSON JONES,28.44,SEPARADORES WILSON JONES 10 DIVISIONES MODELO P1347 PESTAÑAS DE COLOR CON NUMERO CON 1 JUEGO,https://henki.com.mx/erp/shared_resources/productos/ACC-SEPWIL-473.jpg-.jpg
FOLDER CON BROCHE 8 CMS TAMAÑO CARTA AMARILLO,F-FB-3023,FORTEC,9.83,FOLDER TAMAÑO CARTA EN CARTULINA TIPO PRESSBOARD CON MEDIA CEJA Y PUNTAS REDONDEADAS CON BROCHE DE 8 CENTIMETROS MEDIDAS 24 X 29 CMS COLOR AMARILLO MODELO F-FB-3023 FORTEC,https://henki.com.mx/erp/shared_resources/productos/FOR-CARPRE-711.jpg
PORTAMINAS TWISTER  0.5 MM AZOR ,64051,AZOR,64.21,PORTAMINAS TWITER 0.5 MM AZOR ,https://henki.com.mx/erp/shared_resources/productos/AZO-PORTWI-858.jpg-.jpg
CINTA ADHESIVA DOBLE CARA JANEL 410 24 MM X 33 MTS,4102433100,JANEL,86.94,CINTA ADHESIVA DOBLE CARA PAPEL JANEL 410 MEDIDA 24 MM X 33 MTS,https://henki.com.mx/erp/shared_resources/productos/JAN-CINADH-930.jpg
