Enlace Internacional,Fecha,Hora,Cantidad de Energia Asignada de Importacion (MWh),Cantidad de Energia Asignada de Exportacion (MWh)
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/23,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/23,1,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,2,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,3,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,4,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,5,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,6,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,7,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,8,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,9,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,10,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,11,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,12,0,165
TAPACHULA-LOS BRILLANTES,2022/07/23,13,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,14,0,125
TAPACHULA-LOS BRILLANTES,2022/07/23,15,0,125
TAPACHULA-LOS BRILLANTES,2022/07/23,16,0,190
TAPACHULA-LOS BRILLANTES,2022/07/23,17,0,190
TAPACHULA-LOS BRILLANTES,2022/07/23,18,0,190
TAPACHULA-LOS BRILLANTES,2022/07/23,19,0,199
TAPACHULA-LOS BRILLANTES,2022/07/23,20,0,125
TAPACHULA-LOS BRILLANTES,2022/07/23,21,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,22,0,134
TAPACHULA-LOS BRILLANTES,2022/07/23,23,0,100
TAPACHULA-LOS BRILLANTES,2022/07/23,24,0,100
XULHA-BELICE,2022/07/23,1,0,49
XULHA-BELICE,2022/07/23,2,0,54
XULHA-BELICE,2022/07/23,3,0,51
XULHA-BELICE,2022/07/23,4,0,49
XULHA-BELICE,2022/07/23,5,0,47
XULHA-BELICE,2022/07/23,6,0,45
XULHA-BELICE,2022/07/23,7,0,40
XULHA-BELICE,2022/07/23,8,0,40
XULHA-BELICE,2022/07/23,9,0,35
XULHA-BELICE,2022/07/23,10,0,32
XULHA-BELICE,2022/07/23,11,0,36
XULHA-BELICE,2022/07/23,12,0,39
XULHA-BELICE,2022/07/23,13,0,34
XULHA-BELICE,2022/07/23,14,0,31
XULHA-BELICE,2022/07/23,15,0,31
XULHA-BELICE,2022/07/23,16,0,31
XULHA-BELICE,2022/07/23,17,0,30
XULHA-BELICE,2022/07/23,18,0,27
XULHA-BELICE,2022/07/23,19,0,26
XULHA-BELICE,2022/07/23,20,0,30
XULHA-BELICE,2022/07/23,21,0,33
XULHA-BELICE,2022/07/23,22,0,32
XULHA-BELICE,2022/07/23,23,0,30
XULHA-BELICE,2022/07/23,24,0,30
CD INDUSTRIAL - LAREDO AMER,2022/07/24,1,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,2,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,3,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,4,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,5,70,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,6,70,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,7,19,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,8,31,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,17,10,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,18,10,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,19,25,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,20,37,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,21,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,22,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/24,24,90,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,4,20,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,14,0,17
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,15,0,53
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,16,0,40
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,17,0,36
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/24,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/24,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/24,1,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,2,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,3,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,4,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,5,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,6,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,7,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,8,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,9,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,10,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,11,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,12,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,13,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,14,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,15,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,16,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,17,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,18,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,19,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,20,0,140
TAPACHULA-LOS BRILLANTES,2022/07/24,21,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,22,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,23,0,100
TAPACHULA-LOS BRILLANTES,2022/07/24,24,0,100
XULHA-BELICE,2022/07/24,1,0,34
XULHA-BELICE,2022/07/24,2,0,51
XULHA-BELICE,2022/07/24,3,0,47
XULHA-BELICE,2022/07/24,4,0,44
XULHA-BELICE,2022/07/24,5,0,43
XULHA-BELICE,2022/07/24,6,0,42
XULHA-BELICE,2022/07/24,7,0,37
XULHA-BELICE,2022/07/24,8,0,35
XULHA-BELICE,2022/07/24,9,0,24
XULHA-BELICE,2022/07/24,10,0,16
XULHA-BELICE,2022/07/24,11,0,18
XULHA-BELICE,2022/07/24,12,0,20
XULHA-BELICE,2022/07/24,13,0,20
XULHA-BELICE,2022/07/24,14,0,20
XULHA-BELICE,2022/07/24,15,0,21
XULHA-BELICE,2022/07/24,16,0,19
XULHA-BELICE,2022/07/24,17,0,27
XULHA-BELICE,2022/07/24,18,0,23
XULHA-BELICE,2022/07/24,19,0,25
XULHA-BELICE,2022/07/24,20,0,25
XULHA-BELICE,2022/07/24,21,0,36
XULHA-BELICE,2022/07/24,22,0,36
XULHA-BELICE,2022/07/24,23,0,36
XULHA-BELICE,2022/07/24,24,0,39
CD INDUSTRIAL - LAREDO AMER,2022/07/25,1,50,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,2,50,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,3,50,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,4,50,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,5,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,6,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,7,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,8,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,18,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,19,30,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,20,40,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,21,65,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,22,65,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,23,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/25,24,50,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,4,25,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/25,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/25,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/25,1,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,2,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,3,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,4,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,5,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,6,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,7,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,8,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,9,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,10,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,11,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,12,0,165
TAPACHULA-LOS BRILLANTES,2022/07/25,13,0,125
TAPACHULA-LOS BRILLANTES,2022/07/25,14,0,125
TAPACHULA-LOS BRILLANTES,2022/07/25,15,0,125
TAPACHULA-LOS BRILLANTES,2022/07/25,16,0,125
TAPACHULA-LOS BRILLANTES,2022/07/25,17,0,125
TAPACHULA-LOS BRILLANTES,2022/07/25,18,0,170
TAPACHULA-LOS BRILLANTES,2022/07/25,19,0,145
TAPACHULA-LOS BRILLANTES,2022/07/25,20,0,125
TAPACHULA-LOS BRILLANTES,2022/07/25,21,0,125
TAPACHULA-LOS BRILLANTES,2022/07/25,22,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,23,0,100
TAPACHULA-LOS BRILLANTES,2022/07/25,24,0,100
XULHA-BELICE,2022/07/25,1,0,41
XULHA-BELICE,2022/07/25,2,0,51
XULHA-BELICE,2022/07/25,3,0,48
XULHA-BELICE,2022/07/25,4,0,46
XULHA-BELICE,2022/07/25,5,0,45
XULHA-BELICE,2022/07/25,6,0,44
XULHA-BELICE,2022/07/25,7,0,39
XULHA-BELICE,2022/07/25,8,0,41
XULHA-BELICE,2022/07/25,9,0,45
XULHA-BELICE,2022/07/25,10,0,44
XULHA-BELICE,2022/07/25,11,0,37
XULHA-BELICE,2022/07/25,12,0,38
XULHA-BELICE,2022/07/25,13,0,40
XULHA-BELICE,2022/07/25,14,0,36
XULHA-BELICE,2022/07/25,15,0,37
XULHA-BELICE,2022/07/25,16,0,38
XULHA-BELICE,2022/07/25,17,0,38
XULHA-BELICE,2022/07/25,18,0,35
XULHA-BELICE,2022/07/25,19,0,34
XULHA-BELICE,2022/07/25,20,0,33
XULHA-BELICE,2022/07/25,21,0,40
XULHA-BELICE,2022/07/25,22,0,40
XULHA-BELICE,2022/07/25,23,0,39
XULHA-BELICE,2022/07/25,24,0,39
CD INDUSTRIAL - LAREDO AMER,2022/07/26,1,35,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,2,45,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,3,35,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,4,35,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,5,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,6,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,7,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,8,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,17,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,18,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,19,66,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,20,81,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,21,77,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,22,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,23,52,0
CD INDUSTRIAL - LAREDO AMER,2022/07/26,24,90,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,2,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,3,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,4,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,5,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,6,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,7,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,8,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,9,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,10,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,11,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,12,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,13,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,14,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,15,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,16,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,17,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,18,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,19,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,20,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,21,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,22,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,23,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/26,24,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,1,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,2,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,3,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,4,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,5,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,6,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,7,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,8,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,9,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,10,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,11,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,12,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,13,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,14,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,15,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,16,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,17,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,18,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,19,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,20,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,21,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,22,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,23,0,0
PIEDRAS NEGRAS - EAGLE PASS,2022/07/26,24,0,0
TAPACHULA-LOS BRILLANTES,2022/07/26,1,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,2,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,3,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,4,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,5,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,6,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,7,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,8,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,9,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,10,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,11,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,12,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,13,0,145
TAPACHULA-LOS BRILLANTES,2022/07/26,14,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,15,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,16,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,17,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,18,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,19,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,20,0,107
TAPACHULA-LOS BRILLANTES,2022/07/26,21,0,100
TAPACHULA-LOS BRILLANTES,2022/07/26,22,0,113
TAPACHULA-LOS BRILLANTES,2022/07/26,23,0,125
TAPACHULA-LOS BRILLANTES,2022/07/26,24,0,100
XULHA-BELICE,2022/07/26,1,0,48
XULHA-BELICE,2022/07/26,2,0,54
XULHA-BELICE,2022/07/26,3,0,51
XULHA-BELICE,2022/07/26,4,0,49
XULHA-BELICE,2022/07/26,5,0,47
XULHA-BELICE,2022/07/26,6,0,45
XULHA-BELICE,2022/07/26,7,0,43
XULHA-BELICE,2022/07/26,8,0,42
XULHA-BELICE,2022/07/26,9,0,34
XULHA-BELICE,2022/07/26,10,0,39
XULHA-BELICE,2022/07/26,11,0,42
XULHA-BELICE,2022/07/26,12,0,43
XULHA-BELICE,2022/07/26,13,0,44
XULHA-BELICE,2022/07/26,14,0,42
XULHA-BELICE,2022/07/26,15,0,39
XULHA-BELICE,2022/07/26,16,0,41
XULHA-BELICE,2022/07/26,17,0,39
XULHA-BELICE,2022/07/26,18,0,39
XULHA-BELICE,2022/07/26,19,0,32
XULHA-BELICE,2022/07/26,20,0,33
XULHA-BELICE,2022/07/26,21,0,40
XULHA-BELICE,2022/07/26,22,0,40
XULHA-BELICE,2022/07/26,23,0,38
XULHA-BELICE,2022/07/26,24,0,44
CD INDUSTRIAL - LAREDO AMER,2022/07/27,1,90,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,2,44,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,3,66,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,4,76,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,5,41,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,6,29,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,7,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,8,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,9,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,10,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,11,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,12,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,13,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,14,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,15,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,16,0,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,17,20,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,18,10,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,19,44,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,20,78,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,21,71,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,22,81,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,23,81,0
CD INDUSTRIAL - LAREDO AMER,2022/07/27,24,81,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,1,0,0
CUMBRES FRONTERA - RAIL ROAD,2022/07/27,2,0,0
